Mods count: 141
 
                                   jar name                                     |    notes     |               mod id                |                    mod name                     |          mod version           |                                                                                                                                                                            mixin configs                                                                                                                                                                            |              modrinth hash               | curseforge hash
    /META-INF/jarjar/fabric-api-base-0.4.42+d1308ded19.jar                      |              | fabric_api_base                     | Forgified Fabric API Base                       | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.10+9afaaf8c19.jar             |              | fabric_block_view_api_v2            | Forgified Fabric BlockView API (v2)             | 1.0.10+9afaaf8c19              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jarjar/fabric-renderer-api-v1-3.4.0+acb05a3919.jar                |              | fabric_renderer_api_v1              | Forgified Fabric Renderer API (v1)              | 3.4.0+acb05a3919               | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.48+73761d2e19.jar  |              | fabric_rendering_data_attachment_v1 | Forgified Fabric Rendering Data Attachment (v1) | 0.3.48+73761d2e19              | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                             |                                          |                
Jade-1.21.1-NeoForge-15.10.5.jar                                                |              | jade                                | Jade                                            | 15.10.5+neoforge               | jade.mixins.json                                                                                                                                                                                                                                                                                                                                                    | d5bf134b3dbde9f5258666823900e21341dc0a50 | 1963309046     
JadeAddons-1.21.1-NeoForge-6.1.0.jar                                            |              | jadeaddons                          | Jade Addons                                     | 6.1.0+neoforge                 | jadeaddons.mixins.json                                                                                                                                                                                                                                                                                                                                              | d0aef07e67f9e2dd7ae68f9f27d845511d8eaff3 | 2483268990     
jei-1.21.1-neoforge-19.27.0.340.jar                                             |              | jei                                 | Just Enough Items                               | 19.27.0.340                    |                                                                                                                                                                                                                                                                                                                                                                     | 27d0d85e7e32e926fc3664ab6815df5cdabb7941 | 828156772      
knightlib-neoforge-1.21.1-1.3.0.jar                                             |              | knightlib                           | Knight Lib                                      | 1.3.0                          | knightlib.mixins.json, knightlib.neoforge.mixins.json                                                                                                                                                                                                                                                                                                               | c12a93f76a9b8bf3ba576f47e03a2d5738590772 | 545399391      
knightquest-neoforge-1.21.1-1.9.0.jar                                           |              | knightquest                         | Knight Quest                                    | 1.9.0                          | knightquest.neoforge.mixins.json, knightquest.mixins.json                                                                                                                                                                                                                                                                                                           | e3d63d27081e2699837d7856009d7e61626bd68f | 3036088494     
konkrete_neoforge_1.9.9_MC_1.21.jar                                             |              | konkrete                            | Konkrete                                        | 1.9.9                          | konkrete.mixins.json, konkrete.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                 | 97771eb287d5ac7fe667d1df9493d5e54c8ca1fa | 3128317181     
kotlinforforge-5.11.0-all.jar                                                   |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     | 4d83e8a8e8cb06b306d2cea1e903680fe513f1f3 | 563386165      
    /META-INF/jarjar/kotlin-stdlib-jdk7-2.3.0.jar                               |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlin-reflect-2.3.0.jar                                   |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-serialization-json-jvm-1.9.0.jar                   |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/thedarkcolour.kfflang-5.11.0.jar                           |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlin-stdlib-jdk8-2.3.0.jar                               |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/thedarkcolour.kfflib-5.11.0.jar                            |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/thedarkcolour.kffmod-5.11.0.jar                            |              | kotlinforforge                      | Kotlin For Forge                                | 5.11.0                         |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlin-stdlib-2.3.0.jar                                    |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-coroutines-core-jvm-1.10.2.jar                     |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-coroutines-jdk8-1.10.2.jar                         |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/kotlinx-serialization-core-jvm-1.9.0.jar                   |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
krypton_fnp-neoforge-1.21.1-0.2.28.1-1.21.1.jar                                 |              | krypton_fnp                         | Krypton FNP                                     | 0.2.28.1-1.21.1                | krypton_fnp.mixins.json                                                                                                                                                                                                                                                                                                                                             | 3b9253fcfaa11586ce528fbc0a26175991c9408f | 3842583695     
    /META-INF/jarjar/sewlia-config-1.0.0-20250810.044244-13.jar                 |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/snakeyaml-2.4.jar                                          |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/velocity-native-3.4.0-SNAPSHOT.jar                         |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
kube-utils-21.1.3.jar                                                           |              | kubeutils                           | KubeUtils                                       | 21.1.3                         | kubeutils.mixins.json                                                                                                                                                                                                                                                                                                                                               | a590975909fa2381d873fb94fff927a09609393b | 3780120422     
kubejs-create-neoforge-2101.3.1-build.18.jar                                    |              | kubejs_create                       | KubeJS Create                                   | 2101.3.1-build.18              | kubejs_create.mixins.json                                                                                                                                                                                                                                                                                                                                           | f54d9ff53909771d27e4d9d135c3707cd5d5f855 | 1849487331     
kubejs-neoforge-2101.7.2-build.348.jar                                          |              | kubejs                              | KubeJS                                          | 2101.7.2-build.348             | kubejs.mixins.json                                                                                                                                                                                                                                                                                                                                                  | d3b606167d77dd3c561e682b7e373a01a369cc95 | 3873323790     
    /META-INF/jarjar/tiny-java-server-1.0.0-build.33.jar                        |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/animated-gif-lib-for-java-animated-gif-lib-1.7.jar         |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
L_Ender's Cataclysm 1.21.1-3.26.jar                                             |              | cataclysm                           | L_Ender's Cataclysm 1.21.1                      | 3.26                           | cataclysm.mixins.json                                                                                                                                                                                                                                                                                                                                               | 5fff47ae29af42aa2a7e0d91e0d70dbb1c722061 | 1646778924     
lithium-neoforge-0.15.3+mc1.21.1.jar                                            |              | lithium                             | Lithium                                         | 0.15.3+mc1.21.1                | lithium.mixins.json, lithium-neoforge.mixins.json                                                                                                                                                                                                                                                                                                                   | 9fd5fa9076044180ae7f51672de74669196ec72e | 1666655641     
maplink-neoforge-4.4.0-1.21-1.21.1.jar                                          |              | maplink                             | Map Link                                        | 4.4.0                          | maplink.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                                        | 4336881502b403c5af2820dd7e8fb0449cdf55e9 | 800587699      
melody_neoforge_1.0.10_MC_1.21.jar                                              |              | melody                              | Melody                                          | 1.0.10                         | melody.neoforge.mixins.json, melody.mixins.json                                                                                                                                                                                                                                                                                                                     | e83052a92c4ca0016bcfe7f0207273983dc84698 | 2029427820     
modded-votifier-neoforge-mc1.21.1-1.0.3.jar                                     |              | votifier                            | Modded Votifier                                 | 1.0.3                          |                                                                                                                                                                                                                                                                                                                                                                     | 1a5039d5038edcded271347c04889c2482dfdd02 | 2440956184     
modernfix-neoforge-5.26.1+mc1.21.1.jar                                          |              | modernfix                           | ModernFix                                       | 5.26.1+mc1.21.1                | modernfix-modernfix.mixins.json                                                                                                                                                                                                                                                                                                                                     | 50abc7ff4ef2fcbc3baf4c6b96e2a7141cbd1b8a | 1955544675     
moonlight-1.21-2.29.28-neoforge.jar                                             |              | moonlight                           | Moonlight Lib                                   | 1.21-2.29.28                   | moonlight.mixins.json, moonlight-common.mixins.json                                                                                                                                                                                                                                                                                                                 | 8f0cfa34b8fcbd9fa7f64b0c8208fd16b7ed29c9 | 2669328505     
moreculling-neoforge-1.21.1-1.0.7.jar                                           |              | moreculling                         | More Culling                                    | 1.0.7                          | moreculling.mixins.json, moreculling.neoforge.mixins.json                                                                                                                                                                                                                                                                                                           | 834cc35294be3bb514bc0ba571ab7337961af383 | 3317811947     
    /META-INF/jarjar/conditional-mixin-neoforge-0.6.3.jar                       |              | conditional_mixin                   | conditional mixin                               | 0.6.3                          |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
MouseTweaks-neoforge-mc1.21-2.26.1.jar                                          |              | mousetweaks                         | Mouse Tweaks                                    | 2.26.1                         | mousetweaks-fabric.mixins.json, mousetweaks.mixins.json                                                                                                                                                                                                                                                                                                             | 6dae57f4f50f7808d2ed9a18f6cd1c0d4640c6bc | 845432825      
MyNethersDelight-1.21.1-1.9.jar                                                 |              | mynethersdelight                    | My Nether's Delight                             | 1.9                            | mynethersdelight.mixins.json                                                                                                                                                                                                                                                                                                                                        | 146bc38650e09875c678a78014a3ed55d2fd4ca9 | 1034159108     
NaturesCompass-1.21.1-3.0.3-neoforge.jar                                        |              | naturescompass                      | Nature's Compass                                | 1.21.1-3.0.2-neoforge          |                                                                                                                                                                                                                                                                                                                                                                     | 4a91af947622a2bb2c0381db249cc6f06c1f1843 | 4061845266     
NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar                                        |              | nochatreports                       | No Chat Reports                                 | 1.21.1-v2.9.1                  | mixins/neoforge/nochatreports-neoforge.mixins.json, mixins/common/nochatreports.mixins.json                                                                                                                                                                                                                                                                         | 9edfc7861277ff661141304dc8216f83eacdd9af | 1237891864     
observable-5.4.4.jar                                                            |              | observable                          | Observable                                      | 5.4.4                          | observable.common.json                                                                                                                                                                                                                                                                                                                                              | e17417eee213aac8291ff8bad1c6a5f710636b72 | 1811166438     
opacmuteclaimwarnings-1.0.jar                                                   |              | opacmuteclaimwarnings               | OpacMuteClaimWarnings                           | 1.0                            | opacmuteclaimwarnings.mixins.json                                                                                                                                                                                                                                                                                                                                   | 6cd3b1c454800adc4a54f7ae302c9d2340e16543 | 974856166      
open-parties-and-claims-neoforge-1.21.1-0.25.10.jar                             |              | openpartiesandclaims                | Open Parties and Claims                         | 0.25.10                        | openpartiesandclaims.mixins.json, openpartiesandclaims.create.neoforge.mixins.json, openpartiesandclaims.create.mixins.json, openpartiesandclaims.neoforge.mixins.json                                                                                                                                                                                              | bbd78fbeb076473bc19b247491490c4ac0139dd3 | 272455794      
packetfixer-3.3.1-1.20.5-1.21.X-merged.jar                                      |              | packetfixer                         | PacketFixer                                     | 3.3.1                          | packetfixer.v1_20_5.fabric.mixins.json, packetfixer.v1_20_5.neoforge.mixins.json                                                                                                                                                                                                                                                                                    | a8bb6e25807682e72c23bf4065f3cd5f6373ece3 | 3606950632     
Platform-neoforge-1.21.1-1.3.jar                                                |              | platform                            | Platform                                        | 1.3                            | platform.mixins.json, platform-common.mixins.json                                                                                                                                                                                                                                                                                                                   | 64a91143d14a045f0c94ee548d8ec608e468232f | 3337086747     
polymorph-neoforge-1.1.0+1.21.1.jar                                             |              | polymorph                           | Polymorph                                       | 1.1.0+1.21.1                   | polymorph.mixins.json, polymorph-compatibility.mixins.json, polymorph-compatibility.neoforge.mixins.json                                                                                                                                                                                                                                                            | 84f8c539fa326dc723ae62b7a6916d6b01982d07 | 2982501720     
ponderjs-neoforge-1.21.1-2.4.0.jar                                              |              | ponderjs                            | PonderJS                                        | 1.21.1-2.4.0                   | ponderjs.mixins.json                                                                                                                                                                                                                                                                                                                                                | 9c35c5c31a613d58fc06e591e455bccfc3de6022 | 1117357919     
    /META-INF/jarjar/ponder-neoforge-1.0.81+mc1.21.1.jar                        |              | ponder                              | Ponder                                          | 1.0.81+mc1.21.1                | ponder-common.mixins.json, ponder.mixins.json                                                                                                                                                                                                                                                                                                                       |                                          |                
    /META-INF/jarjar/flywheel-neoforge-1.21.1-1.0.5.jar                         |              | flywheel                            | Flywheel                                        | 1.0.5                          | flywheel.impl.mixins.json, flywheel.backend.mixins.json                                                                                                                                                                                                                                                                                                             |                                          |                
prickle-neoforge-1.21.1-21.1.11.jar                                             |              | prickle                             | PrickleMC                                       | 21.1.11                        | prickle.mixins.json, prickle.neoforge.mixins.json                                                                                                                                                                                                                                                                                                                   | 5174059ecf97340a0de5ef211b938de26c4eaa36 | 3352390329     
PuzzlesLib-v21.1.39-1.21.1-NeoForge.jar                                         |              | puzzleslib                          | Puzzles Lib                                     | 21.1.39                        | puzzleslib.common.mixins.json, puzzleslib.neoforge.mixins.json                                                                                                                                                                                                                                                                                                      | bcc0900fbbf6d6fc5ca05039cd5725e6145225f2 | 3066111022     
railways-0.2.0-beta+neoforge-mc1.21.1.jar                                       |              | railways                            | Create: Steam 'n' Rails 1.21.1                  | 0.2.0-beta+neoforge-mc1.21.1   | railways.mixins.json, railways-common.mixins.json                                                                                                                                                                                                                                                                                                                   | 256fea710f2da6d5b9a460182ca593ec3cd81177 | 4250123638     
rechiseled-1.2.4-neoforge-mc1.21.jar                                            |              | rechiseled                          | Rechiseled                                      | 1.2.4                          | rechiseled.mixins.json                                                                                                                                                                                                                                                                                                                                              | bd8ac0c82a04179c649f40b3333ff0648f444086 | 73284375       
rechiseledcreate-1.1.0-neoforge-mc1.21.jar                                      |              | rechiseledcreate                    | Rechiseled: Create                              | 1.1.0                          | rechiseledcreate.mixins.json                                                                                                                                                                                                                                                                                                                                        | 64f92a5e2f158935e4188bb3966a47aa15083e17 | 810992693      
reeses-sodium-options-neoforge-1.8.3+mc1.21.4.jar                               |              | reeses_sodium_options               | Reese's Sodium Options                          | 1.8.3+mc1.21.4                 | reeses-sodium-options.mixins.json                                                                                                                                                                                                                                                                                                                                   | b03d05495be28d8cef7a34872941bb8d703d60e6 | 3206533594     
resourcefullib-neoforge-1.21-3.0.12.jar                                         |              | resourcefullib                      | Resourceful Lib                                 | 3.0.12                         | resourcefullib.mixins.json                                                                                                                                                                                                                                                                                                                                          | 24389c8e48ff0e8594e4686b750c494c66a5f8df | 539815838      
    /META-INF/jars/bytecodecs-1.1.2.jar                                         |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jars/yabn-1.0.3.jar                                               |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
rhino-2101.2.7-build.81.jar                                                     |              | rhino                               | Rhino                                           | 2101.2.7-build.81              |                                                                                                                                                                                                                                                                                                                                                                     | 480235a9f7749f68ce6fec3b9c3cac3428b92a4a | 3838011653     
Searchables-neoforge-1.21.1-1.0.2.jar                                           |              | searchables                         | Searchables                                     | 1.0.2                          | searchables.neoforge.mixins.json, searchables.mixins.json                                                                                                                                                                                                                                                                                                           | 5b8a0b43a474c066371b2e16f9bfb88622552a74 | 2093242437     
shieldexp-neoforge-1.21.1-1.3.6.jar                                             |              | shieldexp                           | Shield Expansion                                | 1.3.6                          | shieldexp.neoforge.mixins.json, shieldexp.mixins.json                                                                                                                                                                                                                                                                                                               | 9ff9b133343f4af2b6f0e0fa5cec3a4e88ffb2d2 | 418332         
shulkerboxtooltip-neoforge-5.1.9+1.21.1.jar                                     |              | shulkerboxtooltip                   | ShulkerBoxTooltip                               | 5.1.9+1.21.1                   | shulkerboxtooltip-neoforge.mixins.json, shulkerboxtooltip-common.mixins.json                                                                                                                                                                                                                                                                                        | bddbccd689529f7f7ab04479e62c5e09b0be6be5 | 23197171       
smart_bounds-1.0.0.jar                                                          |              | smart_bounds                        | Create: Smart Bounds                            | 1.0.0                          | smart_bounds.mixins.json                                                                                                                                                                                                                                                                                                                                            | 9d271d70b1d2870d5c232e71e2923abaac3a6767 | 2752241844     
SmoothBoot-NeoForge+1.21-1.0.0.jar                                              |              | smoothboot                          | Smooth Boot                                     | 1.0.0                          | smoothboot.mixins.json                                                                                                                                                                                                                                                                                                                                              | 305cf6ea335b5a61742927642dc3bdf0c7ea55e8 | 293001521      
sodium-extra-neoforge-0.6.0+mc1.21.1.jar                                        |              | sodium_extra                        | Sodium Extra                                    | 0.6.0+mc1.21.1                 | sodium-extra.mixins.json                                                                                                                                                                                                                                                                                                                                            | 7473bb42753902c639294821af13e9cd9ee735da | 1727270791     
sodium-neoforge-0.6.13+mc1.21.1.jar                                             |              | sodium                              | Sodium                                          | 0.6.13+mc1.21.1                | sodium-neoforge.mixins.json, sodium-common.mixins.json                                                                                                                                                                                                                                                                                                              | 38af70fa4dc4b2aaac636e92fdba3bedd5a025e1 | 1900921493     
    /META-INF/jarjar/fabric-api-base-0.4.42+d1308ded19.jar                      |              | fabric_api_base                     | Forgified Fabric API Base                       | 0.4.42+d1308ded19              |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-rendering-data-attachment-v1-0.3.48+73761d2e19.jar  |              | fabric_rendering_data_attachment_v1 | Forgified Fabric Rendering Data Attachment (v1) | 0.3.48+73761d2e19              | fabric-rendering-data-attachment-v1.client.mixins.json, fabric-rendering-data-attachment-v1.mixins.json                                                                                                                                                                                                                                                             |                                          |                
    /META-INF/jarjar/fabric-renderer-api-v1-3.4.0+9c40919e19.jar                |              | fabric_renderer_api_v1              | Forgified Fabric Renderer API (v1)              | 3.4.0+9c40919e19               | fabric-renderer-api-v1.debughud.mixins.json, fabric-renderer-api-v1.mixins.json                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/fabric-block-view-api-v2-1.0.10+9afaaf8c19.jar             |              | fabric_block_view_api_v2            | Forgified Fabric BlockView API (v2)             | 1.0.10+9afaaf8c19              | fabric-block-view-api-v2.client.mixins.json, fabric-block-view-api-v2.mixins.json                                                                                                                                                                                                                                                                                   |                                          |                
    /META-INF/jarjar/net.caffeinemc.sodium-neoforge-0.6.13+mc1.21.1-service.jar |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
sodiumdynamiclights-neoforge-1.0.10-1.21.1.jar                                  |              | sodiumdynamiclights                 | Sodium Dynamic Lights                           | 1.0.9                          | mixins.sodiumdynamiclights.json                                                                                                                                                                                                                                                                                                                                     | 02e9bc7ba28147cdf2d608ecf4f2c1eab34b4652 | 474806553      
sodiumleafculling-neoforge-1.0.1-1.21.1.jar                                     |              | sodiumleafculling                   | Sodium Leaf Culling                             | 1.0.1                          | mixins.sodiumleafculling.json                                                                                                                                                                                                                                                                                                                                       | 88fa8f0042f9037a81bb500f5e950ffae1ab95f3 | 1764268690     
sodiumoptionsapi-neoforge-1.0.10-1.21.1.jar                                     |              | sodiumoptionsapi                    | Sodium Options API                              | 1.0.10                         | mixins.sodiumoptionsapi.json                                                                                                                                                                                                                                                                                                                                        | 5d014d031fa77ab600e07835b032ef4dcb79b442 | 2527579799     
spiffyhud_neoforge_3.1.0_MC_1.21.1.jar                                          |              | spiffyhud                           | SpiffyHUD                                       | 3.1.0                          | spiffyhud.mixins.json, spiffyhud.neoforge.mixins.json                                                                                                                                                                                                                                                                                                               | ac1793136e767a524d1006b3666bd18317cf2afc | 2712705767     
StrawStatues-v21.1.0-1.21.1-NeoForge.jar                                        |              | strawstatues                        | Straw Statues                                   | 21.1.0                         | strawstatues.common.mixins.json, strawstatues.neoforge.mixins.json                                                                                                                                                                                                                                                                                                  | 133f187ee682ee71c3db7307b93c572b7951af4b | 1476490227     
    /META-INF/jars/statuemenus-neoforge-21.1.0.jar                              |              | statuemenus                         | Statue Menus                                    | 21.1.0                         | statuemenus.common.mixins.json, statuemenus.neoforge.mixins.json                                                                                                                                                                                                                                                                                                    |                                          |                
supermartijn642configlib-1.1.8-neoforge-mc1.21.jar                              |              | supermartijn642configlib            | SuperMartijn642's Config Library                | 1.1.8                          |                                                                                                                                                                                                                                                                                                                                                                     | 07452242e389975e8a88b97066f4bae6a4ebe574 | 1923939184     
supermartijn642corelib-1.1.21-neoforge-mc1.21.jar                               |              | supermartijn642corelib              | SuperMartijn642's Core Lib                      | 1.1.21                         | supermartijn642corelib.mixins.json                                                                                                                                                                                                                                                                                                                                  | 84802fbe1645de8caf61ccb07db6cf451e614f68 | 3414849852     
supplementaries-1.21-3.5.32-neoforge.jar                                        |              | supplementaries                     | Supplementaries                                 | 1.21-3.5.32                    | supplementaries-common.mixins.json, supplementaries.mixins.json                                                                                                                                                                                                                                                                                                     | 0866a6e5512622a474567900d1486efe12ddf1a5 | 428613812      
suppsquared-1.21-1.2.17-neoforge.jar                                            |              | suppsquared                         | Supplementaries Squared                         | 1.21-1.2.17                    |                                                                                                                                                                                                                                                                                                                                                                     | a0832a81277149fc38b7f0858122e1c451affa56 | 2797195604     
Tempban-neoforge-1.21-1.0.3 (1).jar                                             |              | tempban                             | Tempban                                         | 1.0                            |                                                                                                                                                                                                                                                                                                                                                                     | 8adf0bdb6cf2c8b1b80d985bf23e3399de897271 | 3586794404     
too_many_bows-neoforge-1.21.1-3.0.0.jar                                         |              | too_many_bows                       | Too Many Bows                                   | 1.21.1-3.0.0                   | too_many_bows.mixins.json                                                                                                                                                                                                                                                                                                                                           | 17d2da0ce4f52d919d7b4e2648a928f08e731ad3 | 2362365221     
trading_floor-3.0.16.jar                                                        |              | trading_floor                       | Create: Trading Floor                           | 3.0.16                         | trading_floor.mixins.json                                                                                                                                                                                                                                                                                                                                           | 7be6d8b24f3120fa6a2520c32a2e6c8c4254322c | 3571140483     
trashcans-1.0.18c-neoforge-mc1.21.jar                                           |              | trashcans                           | Trash Cans                                      | 1.0.18+c                       | trashcans.mixins.json                                                                                                                                                                                                                                                                                                                                               | 8e853e0784b01b36b4503ef5599be2724be74b07 | 4070200547     
VanillaBackport-neoforge-1.21.1-1.1.6.3.jar                                     |              | vanillabackport                     | VanillaBackport                                 | 1.1.6.3                        | vanillabackport.mixins.json                                                                                                                                                                                                                                                                                                                                         | 1da63cff572c6ea3127438a7a6ca179e2a16471c | 134033375      
Vanishmod-1.21.1-1.1.21.jar                                                     |              | vmod                                | Vanishmod                                       | 1.1.21                         | vanishmod.mixins.json                                                                                                                                                                                                                                                                                                                                               | 6397006062d4d87e4573721183b70b746b593b8d | 2334959199     
voicechat-neoforge-1.21.1-2.6.15.jar                                            |              | voicechat                           | Simple Voice Chat                               | 1.21.1-2.6.15                  |                                                                                                                                                                                                                                                                                                                                                                     | e02c36889b0cd5be3dda3b5955fec3abb447ddfa | 2329701174     
watut-neoforge-1.21.0-1.2.7.jar                                                 |              | watut                               | What Are They Up To                             | 1.21.0-1.2.7                   | watut_fabric.mixins.json, watut.mixins.json                                                                                                                                                                                                                                                                                                                         | 07cfb8fb1269f1eae1056492912e3544be979f62 | 1526633991     
xaerominimap-neoforge-1.21.1-25.3.10.jar                                        |              | xaerominimap                        | Xaero's Minimap                                 | 25.3.10                        | xaerohud.neoforge.mixins.json, xaerohud.mixins.json, xaerominimap.neoforge.mixins.json, xaerominimap.mixins.json                                                                                                                                                                                                                                                    | d4828332dd831455429156b6cfa24aa9bd99dd77 | 3098166372     
    /META-INF/jarjar/xaerolib-neoforge-1.21.1-1.1.0.jar                         |              | xaerolib                            | XaeroLib                                        | 1.1.0                          | xaerolib.neoforge.mixins.json, xaerolib.mixins.json                                                                                                                                                                                                                                                                                                                 |                                          |                
xaeroworldmap-neoforge-1.21.1-1.40.11.jar                                       |              | xaeroworldmap                       | Xaero's World Map                               | 1.40.11                        | xaeroworldmap.mixins.json, xaeroworldmap.neoforge.mixins.json                                                                                                                                                                                                                                                                                                       | c6f596bb6bc7d734100b7dbc8a57f69a5fb549a3 | 1367316154     
    /META-INF/jarjar/xaerolib-neoforge-1.21.1-1.1.0.jar                         |              | xaerolib                            | XaeroLib                                        | 1.1.0                          | xaerolib.neoforge.mixins.json, xaerolib.mixins.json                                                                                                                                                                                                                                                                                                                 |                                          |                
yet_another_config_lib_v3-3.8.2+1.21.1-neoforge.jar                             |              | yet_another_config_lib_v3           | YetAnotherConfigLib                             | 3.8.2+1.21.1-neoforge          | yacl.mixins.json, yacl-fabric.mixins.json                                                                                                                                                                                                                                                                                                                           | fe270c9f6e0a8142cf316944087f5109cef08bbb | 1474701975     
    /META-INF/jarjar/common-image-3.12.0.jar                                    |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/common-io-3.12.0.jar                                       |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/common-lang-3.12.0.jar                                     |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/gson-0.2.1.jar                                             |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/imageio-core-3.12.0.jar                                    |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/imageio-metadata-3.12.0.jar                                |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/imageio-webp-3.12.0.jar                                    |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
    /META-INF/jarjar/json-0.2.1.jar                                             |              |                                     |                                                 |                                |                                                                                                                                                                                                                                                                                                                                                                     |                                          |                
